Acolyte; Medium humanoid (any race); any alignment; 10; ; 9; 2d8; 30 ft.; 10; 10; 10; 10; 14; 11; ; Medicine +4, Religion +2; ; ; ; passive Perception 10; any one language (usually Common); 1/4; 50; ; Club. Melee Weapon Attack: +2 to hit, reach 5 ft., one target.<br>Hit: 2 (1d4) bludgeoning damage.; ; Spellcasting.The acolyte is a 1st-level spellcaster. Its spellcasting ability is Wisdom (spell save DC 12, +4 to hit with <br>spell attacks). The acolyte has following cleric spells prepared:<br>Cantrips (at will): light, sacred flame, thaumaturgy<br>1st level (3 slots): bless, cure wounds, sanctuary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Frog; Medium beast; unaligned; 11; ; 18; 4d8; 30 ft., swim 30 ft.; 12; 13; 11; 2; 10; 3; ; Perception +2, Stealth +3; ; ; ; darkvision 30 ft., passive Perception 12; ; 1/4; 50; ; Bite. Melee Weapon Attack: +3 to hit, reach 5 ft., one target. <br>Hit:4 (1d6 + 1) piercing damage, and the target is grappled (escape DC 11). Until this grapple ends, the target is restrained, and the frog can't bite another target.<br>Swallow. The frog makes one bite attack against a Small or smaller target it is grappling. If the attack hits, the target is swallowed, and the grapple ends. The swallowed target is blinded and restrained, it has total cover against attacks and other effects outside the frog, and it takes 5 (2d4) acid damage at the start of each of the frog's turns. The frog can have only one target swallowed at a time.If the frog dies, a swallowed creature is no longer restrained by it and can escape from the corpse using 5 feet of movement, exiting prone.<br>; ; Amphibious.The frog can breathe air and water.<br>Standing Leap. The frog's long jump is up to 20 feet and its high jump is up to 10 feet, with or without a running start.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Lizard; Large beast; unaligned; 12; natural armor; 19; 3d10+3; 30 ft., climb 30 ft.; 15; 12; 13; 2; 10; 5; ; ; ; ; ; darkvision 30 ft., passive Perception 10; ; 1/4; 50; ; Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. <br>Hit: 6 (1d8 + 2) piercing damage.; ;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Owl; Large best; neutral;12; ;19; 3d10 + 3; 5ft, fly 60ft;13;15;12;8;13;10; ; Perception +5, Stealth +4; ; ; ; darkvision 120ft, PP 15; Giant Owl, understands Common, Elvish and Sylvan, but can't speak them; 1/4;50; ; <b>Talons.</b> <i>Melee Weapon Attack:</i> +3 to hit, reach 5ft, one target. <i>Hit:</i> 8 (2d6 + 1) slashing damage; ; <b>Flyby.</b> The owl doesn't provoke oportunity attacks when it flies out of an enemy's reach.<br><br><b>Keen Hearing and Sight.</b> The owl has advantage on WIS (Perception) checks that rely on hearing or sight.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Rocktopus; Large Beast; unaligned; 11; ; 52; 8d10+8; 20 ft., climb 10ft.; 17; 13; 13; 4; 10; 4; ; Perception +4, Stealth +5; ; ; ; darkvision 60 ft., passive Perception 14; --; 1; 200; ; Tentacles. Melee Weapon Attack: +5 to hit, reach 15 ft., one target. Hit: 10 (2d6 + 3) bludgeoning damage. If the target is a creature, it is grappled (escape DC 16). Until this grapple ends, the target is restrained, and the octopus can't use its tentacles on another target.; ; Camouflage. The octopus has advantage on<br>Dexterity (Stealth) checks.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Spider; Large beast; unaligned; 14; natural Armor; 26; 4d10+4; 30 ft., climb 30 ft.; 14; 16; 12; 2; 11; 4; ; Stealth +7; ; ; ; blindsight 10 ft., darkvision 60 ft., passive Perception 10; ; 1; 200; ; Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. <br>Hit:7 (1d8 + 3) piercing damage, and the target must make a DC 11 Constitution saving throw, taking 9 (2d8) poison damage on a failed save, or half as much damage on a successful one. If the poison damage reduces the target to 0 hit points, the target is stable but poisoned for 1 hour, even after regaining hit points, and is paralyzed while poisoned in this way.<br>Web (Recharge 5-6). Ranged Weapon Attack:+5 to hit, range 30/60 ft., one creature.Hit:The target is restrained by webbing. As an action, the restrained target can make a DC 12 Strength check, bursting the webbing on a success. The webbing can also be attacked and destroyed (AC 10, hp 5, vulnerability to fire damage, immunity to bludgeoning, poison, and psychic damage).<br>; ; Spider Climb. The spider can climb difficult surfaces, including upside down on ceilings, without needing to make an ability check.<br>Web Sense.While in contact with a web, the spider knows the exact location of any other creature in contact with the same web.<br>Web Walker.The spider ignores movement restrictions caused by webbing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giant Vulture; Large beast; neutral evil; 10; ; 22; (3d10 + 6); 10 ft., fly 60 ft.; 15; 10; 15; 6; 12; 7; ; Perception +3; ; ; ; passive Perception 13; understands Common but can't speak; 1; 200; Keen Sight and Smell. The vulture has advantage on Wisdom (Perception) checks that rely on sight or smell.<br><br>Peak Tactics. The vulture has advantage on an attack roll against a creature if at least one of the vulture's allies is within 5 feet of the creature and the ally isn't incapacitated.; Multiattack. The vulture makes two attacks: one with its beak and one with its talons.<br><br>Beak. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d4 + 2) piercing damage.<br><br>Talons. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 9 (2d6 + 2) slashing damage.; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnoll Pack Lord; Medium humanoid (gnoll); chaotic evil; 15; chain shirt; 49; 9d8+9; 30 ft.; 16; 14; 13; 8; 11; 9; ; ; ; ; ; darkvision 60 ft., passive Perception 10; Gnoll; 2; 450; ; Multiattack. The gnoll makes two attacks, either with its glaive or its longbow, and uses its Incite Rampage if it can.<br><br>Bite. Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 5 (1d4 + 3) piercing damage.<br><br>Glaive. Melee Weapon Attack: +5 to hit, reach 10ft., one target. Hit: 8 (1d10 + 3) slashing damage.<br><br>Longbow. Ranged Weapon Attack: +4 to hit, range 150/600 ft ., one target. Hit: 6 (1d8 + 2) piercing damage.<br><br>Incite Rampage (Recharge 5-6). One creature the gnoll can see within 30 feet of it can use its reaction to make a melee attack if it can hear the gnoll and has the Rampage trait.; ; Rampage. When the gnoll reduces a creature to 0 hit points<br>with a melee attack on its turn , the gnoll can take a bonus<br>action to move up to half its speed and make a bite attack.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gnoll; Medium humanoid (knoll); chaotic evil; 15; hide armor, shield; 22; 5d8; 30 ft.; 14; 12; 11; 6; 10; 7; ; ; ; ; ; darkvision 60 ft., passive Perception 10; Gnoll; 1/2; 100; ; Bite. Melee Weapon Attack: +4 to hit, reach 5 ft ., one creature. Hit: 4 (1d4 + 2) piercing damage.<br><br>Spear. Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 20J60 ft ., one target. Hit: 5 (1d6 + 2) piercing damage, or 6 (1 d8 + 2) piercing damage if used with two hands to make a melee attack.<br><br>Longbow. Ranged Weapon Attack: +3 to hit, range 150/600 ft. , one target. Hit: 5 (1d8 + 1) piercing damage.; ; Rampage. When the gnoll reduces a creature to 0 hit points<br>with a melee attack on its turn, the gnoll can take a bonus<br>action to move up to half its speed and make a bite attack.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Goblin; Small humanoid (goblinoid); neutral evil;15; leather armor, shield;7; 2d6; 30ft;8;14;10;10;8;8; ; Stealth +6; ; ; ; darkvision 60ft, PP 9; Common, Goblin; 1/4;50; ; <b>Scimitar.</b> <i>Melee Weapon Attack:</i> +4 to hit, reach 5ft, one target. <i>Hit:</i> 5 (1d6 + 2) slashing damage.<br><br><b>Shortbow.</b> <i>Ranged Weapon Attack:</i> +4 to hit, range 80/320ft, one target. <i>Hit:</i> 5 (1d6 +2) piercing damage; ; <b>Nimble Escape.</b> The goblin can take the Disengage or Hide action as a bonus action on each of its turns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorgon; Large monstrosity; unaligned; 19; natural; 114; 12d10+48; 40 ft.; 20; 11; 18; 2; 12; 7; ; Perception +4; ; ; petrified; darkvision 60 ft., PP 14; ; 5; 1800; ; Gore. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 18 (2d12 + 5) piercing damage.<br><br>Hooves. Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 16 (2d10 + 5) bludgeoning damage.<br><br>Petrifying Breath (Recharge 5-6). The gorgon exhales<br>petrifying gas in a 30-foot cone. Each creature in that area<br>must succeed on a DC 13 Constitution saving throw. On a<br>failed save, a target begins to turn to stone and is restrained. The restrained target must repeat the saving throw at the end of its next turn. On a success, the effect ends on the target. On a failure, the target is petrified until freed by the greater restoration spell or other magic.; ; Trampling Charge. If the gorgon moves at least 20 feet straight toward a creature and then hits it with a gore attack on the same turn, that target must succeed on a DC 16 Strength saving throw or be knocked prone. If the target is prone, the gorgon can make one attack with its hooves against it as a bonus action.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gray ooze; Medium ooze; unaligned; 8; ; 22; 3d8+9; 10 ft., climb 10 ft.; 12; 6; 16; 1; 6; 2; ; Stealth +2; acid, cold, fire; ; blinded, charmed, deafened, exhaustion, frightened, prone; blindsight 60 ft. (blind beyond this radius), passive Perception 8; ; 1/2; 100; ; Pseudopod. Melee Weapon Attack:+3 to hit, reach 5 ft., one target. <br>Hit:4 (1d6 + 1) bludgeoning damage plus 7 (2d6) acid damage, and if the target is wearing nonmagical metal armor, its armor is partly corroded and takes a permanent and cumulative äšÍ1 penalty to the AC it offers. The armor is destroyed if the penalty reduces its AC to 10.<br>; ; Amorphous. The ooze can move through a space as narrow as 1 inch wide without squeezing.<br>Corrode Metal.Any nonmagical weapon made of metal that hits the ooze corrodes. After dealing damage, the weapon takes a permanent and cumulative äšÍ1 penalty to damage rolls.If its penalty drops to äšÍ5, the weapon is destroyed. Nonmagical ammunition made of metal that hits the ooze is destroyed after dealing damage.<br>The ooze can eat through 2-inch-thick, nonmagical metal in 1 round.<br>False Appearance.While the ooze remains motionless, it is indistinguishable from an oily pool or wet rock.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green Hag; Medium Fey; neutral evil; 17; natural armor; 82; 11d8+33; 30 ft.; 18; 12; 16; 13; 14; 14; ; Arcana +3, Deception +4, Perception +4, Stealth +3; ; ; ; darkvision 60 ft., passive perception 14; Common, Draconic, Sylvan; 3; 700; ; Claws. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.<br><br>Illusory Appearance. The hag covers herself and anything she is wearing or carrying with a magical illusion that makes her look like another creature of her general size and humanoid shape. The illusion ends if the hag takes a bonus action to end it or if she dies. The changes wrought by this effect fail to hold up to physical inspection. For example, the hag could appear to have smooth skin, but someone touching her would feel her rough flesh. Otherwise, a creature must take an action to visually inspect the illusion and succeed on a DC 20 Intelligence (Investigation) check to discern that the hag is disguised.<br><br>Invisible Passage. The hag magically turns invisible until she attacks or casts a spell, or until her concentration ends (as if concentrating on a spell). While invisible, she leaves no physical evidence of her passage, so she can be tracked only by magic. Any equipment she wears or carries is invisible with her.; ; Amphibious. The hag can breathe air and water.<br><br>Innate Spellcasting. The hag's innate spellcasting ability<br>is Charisma (spell save DC 12). She can innately cast the<br>following spells, requiring no material components:<br>At will: dancing lights, minor illusion, vicious mockery<br><br>Mimicry. The hag can mimic animal sounds and humanoid<br>voices. A creature that hears the sounds can tell they are<br>imitations with a successful DC 14 Wisdom (Insight) cheok.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grell; Medium aberration; neutral evil; 12; ; 55; 10d8+10; 10ft., fly 30 ft. (hover); 15; 14; 13; 12; 11; 9; ; Perception +4, Stealth +6; ; lightning; blinded, prone; blindsight 60 ft. (blind beyond this radius) passive perception 14; Grell; 3; 700; ; Multiattack. The grell makes two attacks: one with its tentacles and one with its beak.<br><br>Tentacles. Melee Weapon Attack: +4 to hit, reach 10ft., one creature. Hit: 7 (1d10 + 2) piercing damage, and the target must succeed on a DC 11 Constitution saving throw or be poisoned for 1 minute. The poisoned target is paralyzed, and it can repeat the saving throw at the end of each of its turns, ending the effect on a success. The target is also grappled (escape DC 15). If the target is<br>Medium or smaller, it is also restrained until this grapple ends. While grappling the target, the grell has advantage on attack rolls against it and can 't use this attack against other targets. When the grell moves, any Medium or smaller target it is grappling moves with it.<br><br>Beak. Melee Weapon Attack: +4 to hit, reach 5 ft. , one creature. Hit: 7 (2d4 + 2) piercing damage.; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Griffon; Large monstrosity; unaligned; 12; ; 59; 7d10+21; 30 ft., fly 80 ft.; 18; 15; 16; 2; 13; 8; ; Perception +5; ; ; ; darkvision 60 ft., passive Perception 15; ; 2; 450; ; Multiattack. The griffon makes two attacks: one with its beak and one with its claws.<br>Beak. Melee Weapon Attack: +6 to hit, reach 5 ft., one target.<br>Hit:8 (1d8 + 4) piercing damage.<br>Claws. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. <br>Hit:11 (2d6 + 4) slashing damage.<br>; ; Keen Sight.The griffon has advantage on Wisdom (Perception) checks that rely on sight.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guard Drake; medium Dragon; unaligned; 14; natural armor; 52; 7d8+21; 30 ft.; 16; 11; 16; 4; 10; 7; Perception +2; ; Lightning; ; ; darkvision 60ft., passive Perception 12; understands Draconic but can't speak; 2; 450; ; Multiattack.The drake attacks twice, once with its bite and once with its tail.<br>Bite. Melee Weapon Attack:+5 to hit, reach 5 ft., one target.<br>Hit: 7 ( 1d8 + 3) piercing damage.<br>Tail. Melee Weapon Attack:+5 to hit, reach 5 ft., one target. <br>Hit: 6 (1d6 + 3) bludgeoning damage.; ;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guard; Medium humanoid (any race); any alingment;16; chain shirt, shield;11; 2d8 + 2; 30ft;13;12;12;10;11;10; ; Perception +2; ; ; ; PP 12; any one language (usually Common); 1/8;25; ; <b>Spear.</b> <i>Melee or Ranged Weapon Attack:</i> +3 to hit, reach 5ft, or range 20/60ft, one target. <i>Hit:</i> 4 (1d6 + 1) piercing damage.; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Half-Red Dragon Veteran; Medium humanoid (human); any alignment; 18; plate; 65; 10d8+20; 30 ft.; 16; 13; 14; 10; 11; 10; Str +5, Con +4; Athletics +5, Perception +2; Fire; ; ; Blindsight 10 ft., darkvision 60 ft., PP 12; Common, Draconic; 5; 1800; ; Multiattack. The veteran makes two longsword attacks. If it has a shortsword drawn, it can also make a shortsword attack.<br><br>Longsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage, or 8 (1d10 + 3) slashing damage if used with two hands.<br><br>Shortsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) piercing damage.<br><br>Heavy Crossbow. Ranged Weapon Attack: +3 to hit, range 100/400 ft., one target. Hit: 6 (1d10 + 1) piercing damage. <br><br>Fire Breath (Recharge 5-6). The veteran exhales fire in a 15-foot cone. Each creature in that area must make a DC 15 Dexterity saving throw, taking 24 (7d6) fire damage on a failed save, or half as much damage on a successful one.<br><br>Reactions<br><br>Parry. The veteran adds 3 to its AC against one melee attack that would hit it. To do so, the veteran must see the attacker and be wielding a melee weapon.; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmed Horror; Medium construct; neutral; 20; plate, shield; 60; 8d8+24; 30 ft., fly 30ft.; 18; 13; 16; 10; 10; 10; ; Perception +4; bludgeoning, piercing, and slashing from  nonmagical weapons that aren't adamantine; force, necrotic, poison ; blinded, charmed, deafened, frightened,  paralyzed, petrified, poisoned, stunned; blindsight 60 ft. (blind beyond this radius), passive Perception 14; understands the languages of its creator but can't speak; 4; 1,100; ; Multiattack.The helmed horror makes two longsword attacks.<br>Longsword. Melee Weapon Attack:+6 to hit, reach 5 ft., one target.<br>Hit:8 (1d8 + 4) slashing damage, or 9 (1d10 + 4) slashing damage if used with two hands.<br>; ; Magic Resistance.The helmed horror has advantage on saving throws against spells and other magical effects.<br>Spell Immunity. The helmed horror is immune to three spells chosen by its creator. Typical immunities include fireball, heat metal, and lightning bolt.<br>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hippogriff; Large monstrosity; unaligned; 11; ; 19; 3d10 + 3; 40 ft., fly 60 ft.; 17; 13; 13; 2; 12; 8; ; Perception +5; ; ; ; ; ; 1; 200; Keen Sight. The hippogriff has advantage an Wisdom (Perception) checks that rely on sight.; Multiattack. The hippogriff makes two attacks: one with its beak and one with its claws.<br><br>Beak. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 8 (1d10 + 3) piercing damage.<br><br>Claws. Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage.; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hobgoblin Captain; Medium humanoid (goblinoid);  lawful evil; 17; half plate; 39; 6d8+12; 30 ft.; 15; 14; 14; 12; 10; 13; ; ; ; ; ; darkvision 60 ft., passive Perception 10; Common, Goblin; 3; 700; ; Multiattack.The hobgoblin makes two greatsword attacks.<br>Greatsword. Melee Weapon Attack: +4 to hit, reach 5 ft., one target.<br>Hit:9 (2d6 + 2) piercing damage.<br>Javelin. Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 30/120 ft., one target. <br>Hit:5 (1d6 + 2) piercing damage.<br>Leadership (Recharges after a Short or Long Rest).For 1 minute, the hobgoblin can utter a special command or warning whenever a nonhostile creature that it can see within 30 feet of it makes an attack roll or a saving throw. The creature can add a d4 to its roll provided it can hear and understand the hobgoblin. A creature can benefit from only one Leadership die at a time. This effect ends if the hobgoblin is incapacitated.<br>; ; Martial Advantage. Once per turn, the hobgoblin can deal an extra 10 (3d6) damage to a creature it hits with a weapon attack if that creature is within 5 feet of an ally of the hobgoblin that isn't incapacitated.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hobgoblin; Medium humanoid (goblinoid); lawful evil; 18; chain mail, shield; 11; 2d8+2; 30 ft.; 13; 12; 12; 10; 10; 9; ; ; ; ; ; darkvision 60 ft., passive Perception 10; Common, Goblin; 1/2; 100; ; Longsword. Melee Weapon Attack:+3 to hit, reach 5 ft., one target. <br>Hit:5 (1d8 + 1) slashing damage, or 6 (1d10 + 1) slashing damage if used with two hands.<br>Longbow. Ranged Weapon Attack: +3 to hit, range 150/600 ft., one target. <br>Hit:5 (1d8 + 1) piercing damage.<br>; ; Martial Advantage. Once per turn, the hobgoblin can deal an extra 7 (2d6) damage to a creature it hits with a weapon attack if that creature is within 5 feet of an ally of the hobgoblin that isn't incapacitated.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hook Horror; Large monstrosity; neutral; 15; natural; 75; 10d10+20; 30 ft., climb 30 ft.; 18; 10; 15; 6; 12; 7; ; Perception +3; ; ; ; blindsight 60 ft., dark vision 10 ft., passive perception 13; Hook Horror; 3; 700; ; Multiattack. The hook horror makes two hook attacks .<br>Hook. Melee Weapon Attack: +6 to hit , reach 10ft., one target. Hit: 11 (2d6 + 4) piercing damage.; ; Echolocation. The hook horror can't use its blindsight<br>while deafened.<br><br>Keen Hearing. The hook horror has advantage on Wisdom<br>(Perception) checks that rely on hearing.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ixitxachitl; Small aberration; chaotic evil; 15; natural armor; 18; 4d6+4; 0 ft., swim 30 ft.; 12; 16; 13; 12; 13; 7; ; ; ; ; ; darkvision 60ft., passive Perception 11; Abyssal, Ixitxachitl; 1/4; 40; Aquatic creatures resembling mana rays, with small," clawed hands at the end of their ""wings"" and black eyes gleaming with sinister intelligence. ""Demon Rays"" is a common nickname.<br>; Bite. Melee Weapon Attack: +3 to hit", reach 5ft., one target. Hit: 4 (1d6+1) piercing damage.<br><br>Reactions:<br>Barbed Tail. When a creature provokes an opportunity attack from the ixitxachitl, the ixitxachitl can make the following attack instead of using its bite. Melee Weapon Attack: +5 to hit, reach 5ft., one target. Hit: 7 (1d8+3) piercing damage.; ; ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamna Gleamsilver; Small Humanoid; neutral; 15; leather armor; 22; 4d6+8; 25 ft.; 8; 17; 14; 15; 10; 12; Dex +5, Int +4; Acrobatics +5,  Deception +3,  Insight+2,  Perception +4,  Persuasion +3,  Stealth  +7 ; ; ; ; darkvision  60 ft.,  passive  Perception  14 ; Common,  Gnomish,  Goblin,  Sylvan ; 1; 200; ; Multiattack.Jamna  attacks twice with  her shortswords.<br>Shortsword.  Melee  Weapon Attack:+5 to  hit,  reach  5 ft.,  one target.  <br>Hit:6  (1d6 +  3)  piercing damage,  or 9  (1d6 +  3  plus  1d6) piercing damage  if the target is  Medium  or larger.; ; Cunning Action.Jamna can take a  bonus  action to take the Dash,  Disengage,  or  Hide action.<br>Gnome Cunning.Jamna  has advantage on  Intelligence, Wisdom, and  Charisma  saving throws against  magic.<br>Spellcasting.Jamna  is a 4th-level  spellcaster that uses Intelligence as  her spellcasting ability  (spell  save  DC  12, +4 to hit with  spell  attacks). Jamna  has the following spells  prepared from the wizard  spell  list:<br>Cantrips  (at will): mage hand,  minor illusion,  prestidigitation,  ray of frost<br>1st level  (3  slots):  charm person,  color spray,  disguise self,<br>longstrider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knight; Medium humanoid (any race); any alignment; 18; plate; 52; 8d8+16; 30 ft.; 16; 11; 14; 11; 11; 15; Con +4, Wis +2; ; ; ; ; passive Perception 10; any one language (usually Common); 3; 700; ; Multiattack. The knight makes two melee attacks.<br>Greatsword. Melee Weapon Attack: +5 to hit, reach 5 ft., one target.<br>Hit:10 (2d6 + 3) slashing damage.<br>Heavy Crossbow. Ranged Weapon Attack: +2 to hit, range 100/400 ft., one target. <br>Hit:5 (1d10) piercing damage.<br>Leadership (Recharges after a Short or Long Rest).For 1 minute, the knight can utter a special command or warning whenever a nonhostile creature that it can see within 30 feet of it makes an attack roll or a saving throw. The creature can add a d4 to its roll provided it can hear and understand the knight. A creature can benefit from only one Leadership die at a time. This effect ends if the knight is incapacitated.<br><br>Reactions<br>Parry. The knight adds 2 to its AC against one melee attack that would hit it. To do so, the knight must see the attacker and be wielding a melee weapon.; ;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kobold; Small humanoid (kobold);  lawful evil; 12; ; 5; 2d6-2; 30 ft.; 7; 15; 9; 8; 7; 8; ; ; ; ; ; darkvision 60 ft., passive Perception 8; Common, Draconic; 1/8; 25; ; Dagger. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. <br>Hit:4 (1d4 + 2) piercing damage.<br>Sling. Ranged Weapon Attack: +4 to hit, range 30/120 ft., one target. <br>Hit:4 (1d4 + 2) bludgeoning damage.<br>; ; Sunlight Sensitivity. While in sunlight, the kobold has disadvantage on attack rolls, as well as on Wisdom (Perception) checks that rely on sight.<br>Pack Tactics. The kobold has advantage on an attack roll against a creature if at least one of the kobold's allies is within 5 feet of the creature and the ally isn't incapacitated.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuo-toa Monitor; Medium humanod (kuo-toa); neutral evil; 13; natural armor; 65; 10d8+20; 30 ft., swim 30 ft.; 14; 10; 14; 12; 14; 11; ; Perception +6, Religion +4; ; ; ; darkvision 120,passive perception 16; Undercommon; 1; 200; ; Multiattack. The kuo-toa makes one bite attack and two<br>unarmed strikes.<br><br>Bite. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 4 (ld4 + 2) piercing damage.<br><br>Unarmed Strike. Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) bludgeoning damage plus 3 (1d6) lightning damage, and the target can't take reactions until the end of the kuo-toa's next turn.; ; Amphibious. The kuo-toa can breathe air and water.<br>Otherworldly Perception. The kuo-toa can sense the presence of any creature within 30 feet of it that is invisible or on the Ethereal Plane. It can pinpoint such a creature that is moving.<br><br>Slippery. The kuo-toa has advantage on ability checks and<br>saving throws made to escape a grapple.<br><br>Sunlight Sensitivity. While in sunlight, the kuo-toa has<br>disadvantage on attack rolls, as well as on Wisdom<br>(Perception) checks that rely on sight.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuo-toa Whip; Medium humanod (kuo-toa); neutral evil; 11; natural armor; 65; 10d8+20; 30 ft., swim 30 ft.; 14; 10; 14; 12; 14; 11; ; Perception +6, Religion +4; ; ; ; darkvision 120,"passive perception 16; Undercommon; 1; 200; ; Multiattack. The kuo-toa makes two attacks: one with its bite and one with its pincer staff.<br><br>Bite. Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (ld4 + 2) piercing damage.<br><br>Pincer Staff. Melee Weapon Attack: +4 to hit, reach 10ft.,<br>one target. Hit: 5 (1 d6 + 2) piercing damage. If the target is a Medium or smaller creature, it is grappled (escape DC 14). Until this grapple ends, the kuo-toa can't use its pincer staff on another target.; ; Amphibious. The kuo-toa can breathe air and water.<br>Otherworldly Perception. The kuo-toa can sense the presence of any creature within 30 feet of it that is invisible or on the Ethereal Plane. It can pinpoint such a creature that is moving.<br><br>Slippery. The kuo-toa has advantage on ability checks and<br>saving throws made to escape a grapple.<br><br>Sunlight Sensitivity. While in sunlight", the kuo-toa has<br>disadvantage on attack rolls, as well as on Wisdom<br>(Perception) checks that rely on sight.<br><br>Spellcasting. The kuo-toa is a 2nd-level spellcaster. Its<br>spellcasting abil ity is Wisdom (spell save DC 12, +4 to hit<br>with spell attacks). The kuo-toa has the following cleric<br>spells prepared: Cantrips (at will): sacred flame, thaumaturgy 1st level (3 slots): bane, shield of faith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
